player_id,level,days_since_last_purchase,matches_lost,has_spent_money
164,24,20,6,0
165,49,17,5,1
166,12,18,1,1
167,50,12,1,0
168,11,21,6,0
169,36,2,8,1
170,33,7,4,1
171,25,22,10,1
172,36,25,7,0
173,21,0,9,0
174,30,8,1,0
175,1,21,2,1
176,5,16,8,1
177,47,1,2,1
178,1,3,5,1
179,2,6,0,1
180,24,8,3,0
181,15,7,10,0
182,22,2,7,1
183,35,0,1,0
184,48,18,6,0
185,33,13,7,0
186,2,22,4,0
187,29,14,0,1
188,44,27,6,1
189,5,28,8,1
190,12,18,3,1
191,23,7,7,1
192,7,6,0,1
193,41,11,4,0
194,23,25,4,1
195,2,0,0,0
196,49,1,8,0
197,4,16,4,0
198,11,20,2,0
199,38,25,2,0
200,48,19,2,1
201,44,27,0,1
202,17,5,2,0
203,8,29,8,1
204,19,24,1,1
205,28,19,5,1
206,14,14,10,1
207,27,14,8,0
208,41,3,1,1
209,38,9,3,0
210,36,7,2,0
211,6,7,5,1
212,23,4,1,1
213,27,4,6,1
214,18,28,3,1
215,34,10,9,0
216,43,25,8,0
217,6,6,9,1
218,34,5,10,1
219,30,24,0,1
220,19,3,5,1
221,27,17,6,1
222,43,20,2,0
223,23,8,10,0
224,13,22,5,0
225,8,23,10,1
226,24,9,10,1
227,15,3,1,1
228,17,14,3,0
229,45,14,0,1
230,27,25,7,0
231,10,14,4,0
232,12,7,5,1
233,45,7,6,1
234,40,9,4,0
235,17,20,1,0
236,24,5,0,0
237,44,7,0,0
238,4,18,9,1
239,20,12,0,0
240,16,7,7,1
241,37,9,9,0
242,15,10,5,1
243,14,5,8,0
244,25,4,2,1
245,28,11,0,1
246,32,25,9,0
247,25,25,7,1
248,49,7,5,0
249,26,0,5,1
250,7,13,6,1
251,36,11,6,1
252,12,24,7,0
253,44,14,1,1
254,2,2,1,0
255,4,5,6,1
256,44,20,8,1
257,46,7,5,0
258,40,16,0,1
259,49,26,9,0
260,18,29,7,1
261,30,13,1,0
262,45,0,8,1
263,41,10,6,0
264,39,14,5,0
265,35,27,5,0
266,3,14,4,1
267,23,17,5,0
268,37,28,0,0
269,5,17,1,1
270,34,27,7,0
271,1,28,3,0
272,37,28,3,1
273,38,5,0,0
274,50,11,8,1
275,46,26,8,0
276,2,14,8,0
277,35,0,0,0
278,50,14,7,1
279,13,25,4,0
280,35,12,10,0
281,30,4,9,0
282,49,26,0,1
283,2,11,6,1
284,13,18,3,0
285,37,16,5,0
286,9,5,0,0
287,6,13,5,0
288,45,24,10,1
289,4,4,9,0
290,27,30,1,1
291,37,5,10,1
292,26,12,9,0
293,49,7,6,0
294,40,17,3,1
295,41,16,3,1
296,29,3,7,0
297,3,22,8,1
298,7,16,0,0
299,24,11,2,1
300,41,19,9,1
301,36,13,2,1
302,1,14,8,1
303,17,19,2,0
304,23,5,4,1
305,27,15,1,0
306,49,15,7,1
307,22,1,9,1
308,13,17,6,0
309,46,6,5,0
310,37,10,2,0
311,38,23,1,0
312,30,30,6,1
313,31,28,5,0
314,1,3,5,0
315,25,4,2,0
316,40,0,5,0
317,3,15,3,1
318,35,16,5,1
319,43,22,8,0
320,23,7,6,0
321,28,3,7,1
322,15,12,10,1
323,17,17,7,1
324,42,10,1,0
325,8,23,2,0
326,33,20,9,1
327,43,16,6,0
328,27,21,2,1
329,40,26,9,0
330,4,15,4,0
331,37,25,9,1
332,34,19,7,0
333,37,21,8,1
334,28,26,3,0
335,19,26,3,1
336,37,23,7,1
337,14,20,10,0
338,14,8,0,1
339,17,19,0,0
340,23,8,7,1
341,9,10,0,0
342,47,25,2,1
343,13,18,3,1
344,43,24,7,0
345,30,10,1,1
346,13,25,9,1
347,17,10,8,0
348,31,29,9,0
349,23,20,4,1
350,14,22,0,0
351,33,24,9,1
352,50,27,2,0
353,17,18,4,0
354,41,14,8,1
355,3,13,1,1
356,37,1,0,1
357,30,26,4,0
358,39,7,5,1
359,18,20,3,0
360,7,9,5,1
361,18,18,7,0
362,48,26,2,1
363,44,21,4,1
364,1,29,10,1
365,1,21,7,1
366,20,21,3,0
367,5,8,9,1
368,39,20,6,0
369,28,7,0,1
370,20,27,8,1
371,26,25,1,0
372,42,23,6,0
373,28,8,7,1
374,28,16,6,1
375,23,3,1,0
376,25,16,0,0
377,19,27,9,1
378,47,23,7,0
379,34,10,1,1
380,1,11,10,0
381,32,26,10,1
382,26,19,1,0
383,38,3,4,0
384,17,26,2,1
385,30,23,6,0
386,37,29,9,0
387,16,5,9,1
388,19,18,10,0
389,34,0,8,0
390,33,5,2,0
391,24,1,3,0
392,39,24,4,0
393,14,25,1,0
394,38,13,10,0
395,12,18,6,1
396,4,17,0,0
397,40,27,9,0
398,10,20,5,0
399,26,15,2,0
400,20,6,2,0
401,40,11,4,0
402,45,4,9,1
403,49,5,8,1
404,49,23,5,1
405,28,17,10,1
406,49,9,4,0
407,21,8,5,0
408,43,17,7,0
409,17,19,8,1
410,31,8,7,0
411,1,9,9,0
412,11,29,2,0
413,33,27,5,0
414,47,11,2,1
415,36,3,7,1
416,9,7,8,1
417,43,2,3,1
418,43,5,8,0
419,19,10,9,0
420,15,28,9,1
421,4,16,2,1
422,27,3,5,1
423,17,5,5,1
424,19,4,8,1
425,15,16,6,1
426,1,2,9,1
427,26,10,10,0
428,17,19,8,0
429,22,26,1,1
430,4,2,5,1
431,28,10,7,0
432,28,2,6,0
433,17,17,7,0
434,14,11,10,1
435,21,27,9,0
436,14,10,2,0
437,21,29,6,0
438,15,22,8,1
439,25,6,9,0
440,3,3,5,1
441,17,26,10,1
442,3,21,8,0
443,41,21,9,0
444,17,28,5,1
445,3,12,6,1
446,32,10,4,0
447,29,11,8,1
448,37,1,4,0
449,24,23,1,1
450,26,30,0,1
451,3,14,2,1
452,35,7,4,0
453,27,19,6,1
454,23,25,1,1
455,37,18,1,0
456,34,10,3,0
457,1,28,5,1
458,24,25,10,0
459,12,24,8,0
460,45,15,3,0
461,26,6,9,0
462,32,12,0,0
463,34,20,2,1
464,1,17,4,0
465,44,28,0,0
466,37,14,6,0
467,34,3,8,1
468,34,14,2,0
469,27,8,6,0
470,43,18,2,0
471,3,29,0,1
472,13,28,6,0
473,3,14,5,0
474,34,17,1,0
475,31,30,4,0
476,3,16,2,0
477,41,4,1,0
478,9,5,8,0
479,10,14,1,1
480,44,8,3,0
481,38,15,4,0
482,41,22,3,1
483,26,23,1,0
484,1,29,2,1
485,42,18,2,1
486,16,0,9,0
487,50,4,5,0
488,50,8,4,0
489,9,4,3,0
490,5,26,9,1
491,29,19,6,1
492,33,2,10,1
493,9,15,1,1
494,14,17,0,1
495,41,6,0,1
496,1,4,1,1
497,44,30,2,1
498,2,21,4,0
499,18,18,6,1
500,16,18,2,0
501,23,7,3,1
502,49,0,7,0
503,24,19,9,1
504,3,0,9,0
505,31,9,8,1
506,32,14,5,0
507,13,19,3,1
508,45,2,0,1
509,6,27,5,0
510,16,3,1,0
511,49,23,9,0
512,4,3,4,1
513,20,27,4,1
514,3,28,6,0
515,6,2,7,1
516,24,27,1,1
517,32,17,0,0
518,28,22,0,0
519,24,26,6,0
520,29,2,0,0
521,16,0,0,0
522,39,19,6,1
523,35,11,2,1
524,32,18,7,0
525,1,13,8,1
526,14,8,8,1
527,43,17,8,0
528,44,22,7,0
529,12,4,3,0
530,36,26,4,0
531,39,24,4,0
532,16,20,6,1
533,29,25,9,1
534,6,22,1,0
535,2,19,9,0
536,39,29,1,0
537,46,20,7,1
538,3,7,7,1
539,32,23,9,0
540,26,30,10,1
541,28,25,5,1
542,19,23,2,1
543,4,26,7,0
544,43,4,1,0
545,27,15,3,0
546,7,28,2,0
547,7,27,3,1
548,10,28,4,1
549,43,21,7,0
550,28,6,10,0
551,27,4,4,1
552,34,11,3,0
553,38,30,6,1
554,50,13,1,0
555,30,16,9,0
556,7,8,7,0
557,46,13,8,0
558,6,5,1,1
559,23,29,1,1
560,17,6,4,0
561,11,22,5,0
562,45,15,3,1
563,32,1,4,0
564,36,16,0,1
565,44,16,6,1
566,50,8,6,0
567,11,29,1,0
568,1,19,4,1
569,38,6,6,1
570,23,21,8,1
571,9,21,0,0
572,5,6,4,0
573,18,8,5,0
574,36,2,3,0
575,10,9,5,0
576,46,12,6,0
577,1,0,3,0
578,42,16,6,1
579,12,2,2,1
580,32,8,8,1
581,23,10,3,0
582,3,21,5,1
583,20,2,9,0
584,47,12,2,0
585,16,25,6,1
586,20,15,1,1
587,2,23,3,1
588,38,17,2,0
589,17,29,0,1
590,48,30,4,0
591,12,7,6,1
592,35,0,1,1
593,22,28,4,1
594,31,30,9,1
595,20,24,3,1
596,44,3,5,1
597,4,11,8,0
598,30,23,9,0
599,33,30,6,0
600,40,29,9,1
601,4,21,2,0
602,49,9,6,0
603,8,19,3,1
604,38,14,2,1
605,40,2,10,0
606,37,17,9,0
607,23,11,1,0
608,18,19,7,0
609,17,26,8,1
610,37,18,10,0
611,21,16,5,0
612,14,0,9,1
613,36,23,6,0
614,50,18,4,0
615,34,25,1,1
616,39,28,8,0
617,11,17,3,1
618,11,21,10,1
619,18,20,0,0
620,25,22,6,0
621,7,25,1,1
622,20,19,7,0
623,43,8,5,0
624,7,21,8,1
625,20,19,8,1
626,2,18,7,1
627,44,21,5,1
628,10,25,3,1
629,28,18,9,0
630,11,4,5,1
631,35,11,9,1
632,8,10,2,0
633,30,1,5,1
634,43,24,7,1
635,40,5,7,1
636,16,15,2,0
637,33,24,10,0
638,39,13,7,0
639,46,10,4,1
640,44,2,8,1
641,41,26,7,1
642,7,3,8,0
643,11,12,7,0
644,31,8,6,1
645,43,2,2,0
646,10,23,6,0
647,21,0,0,1
648,2,18,3,0
649,15,20,4,1
650,31,14,4,0
651,49,3,5,0
652,19,24,1,1
653,50,18,6,1
654,31,25,8,1
655,4,12,8,1
656,19,7,1,0
657,20,24,8,0
658,50,16,4,1
659,50,12,1,0
660,10,26,1,1
661,44,16,4,0
662,34,13,2,1
663,15,1,6,0
664,37,13,1,1
665,32,17,1,1
666,9,29,8,0
667,12,29,0,1
668,39,11,0,0
669,3,6,3,1
670,40,10,5,0
671,16,22,2,1
672,7,7,10,0
673,25,24,4,0
674,42,17,9,1
675,41,7,3,0
676,30,27,1,1
677,31,12,3,0
678,17,16,0,1
679,44,0,1,0
680,19,25,9,0
681,7,19,1,1
682,31,11,10,0
683,39,24,8,1
684,50,14,10,1
685,49,18,6,0
686,38,21,9,1
687,46,18,10,1
688,32,29,2,1
689,28,5,1,1
690,41,0,1,1
691,15,13,4,1
692,29,18,0,0
693,7,16,8,1
694,14,1,9,1
695,31,20,8,0
696,22,13,4,0
697,2,11,6,1
698,28,5,4,0
699,42,16,2,1
700,11,13,0,1
701,39,21,9,0
702,10,22,6,1
703,1,3,0,1
704,13,22,4,0
705,31,13,1,1
706,44,24,1,1
707,22,27,6,0
708,21,7,6,1
709,23,30,0,1
710,19,4,9,1
711,13,19,2,1
712,36,5,10,1
713,44,12,0,0
714,50,7,4,1
715,36,10,5,1
716,43,12,6,1
717,34,13,5,1
718,5,22,5,1
719,37,16,0,1
720,30,25,10,0
721,12,5,5,1
722,44,27,8,1
723,15,22,6,0
724,39,23,5,1
725,20,0,0,0
726,15,30,7,1
727,18,16,6,0
728,48,6,10,0
729,12,30,7,1
730,3,19,0,1
731,45,30,2,0
732,5,18,4,0
733,19,8,3,1
734,7,15,10,1
735,46,1,4,0
736,33,20,4,0
737,29,21,10,0
738,50,26,5,0
739,23,3,8,1
740,43,6,3,0
741,9,5,9,1
742,20,29,8,0
743,18,7,9,1
744,10,10,5,0
745,3,8,7,0
746,5,15,1,0
747,49,25,3,0
748,27,13,6,0
749,1,29,8,0
750,3,12,0,0
751,37,20,4,0
752,18,4,7,0
753,37,16,7,0
754,37,20,7,1
755,15,3,4,0
756,16,14,1,0
757,22,0,6,0
758,33,13,3,0
759,40,30,6,1
760,17,3,7,0
761,9,18,1,1
762,38,17,0,0
763,2,6,4,0
764,43,16,4,0
765,19,8,7,1
766,40,23,4,1
767,28,10,4,0
768,4,17,10,0
769,42,7,7,0
770,35,2,3,1
771,39,3,9,0
772,4,15,0,0
773,28,21,9,0
774,41,27,2,1
775,10,8,4,0
776,44,21,7,0
777,37,21,2,1
778,50,19,9,1
779,38,2,3,1
780,26,24,9,1
781,34,1,5,1
782,1,15,10,0
783,33,17,4,1
784,49,8,10,1
785,44,29,0,1
786,18,11,10,0
787,34,15,7,0
788,37,19,7,0
789,40,24,4,0
790,30,21,5,1
791,42,18,4,0
792,3,14,10,1
793,39,12,4,0
794,32,9,3,0
795,1,20,4,1
796,25,16,1,1
797,5,15,3,1
798,32,27,9,0
799,4,13,10,1
800,43,1,3,0
801,35,20,3,1
802,29,16,2,0
803,37,17,5,1
804,36,22,10,0
805,15,23,2,1
806,40,0,9,1
807,37,30,5,1
808,22,1,7,1
809,47,7,4,0
810,39,19,10,1
811,26,7,10,0
812,24,25,0,1
813,17,30,3,0
814,4,10,6,1
815,11,5,4,1
816,44,12,7,0
817,28,2,1,1
818,29,27,7,0
819,17,13,4,0
820,42,8,3,1
821,36,19,4,1
822,5,13,4,1
823,20,14,7,0
824,32,5,1,1
825,39,16,7,0
826,43,11,10,1
827,18,8,10,1
828,24,26,9,0
829,36,24,6,0
830,21,19,1,1
831,16,27,9,0
832,45,2,3,1
833,36,9,6,1
834,17,6,8,0
835,19,28,9,1
836,46,26,10,1
837,30,25,10,1
838,5,23,7,1
839,38,6,7,0
840,10,12,9,0
841,44,30,5,1
842,30,25,9,1
843,29,0,1,1
844,6,17,4,0
845,23,4,4,1
846,39,0,4,1
847,50,13,3,1
848,38,11,4,1
849,21,13,9,1
850,46,29,8,1
851,42,4,10,1
852,45,9,4,0
853,28,28,2,1
854,31,14,10,0
855,12,1,3,1
856,43,25,1,1
857,23,1,4,0
858,8,2,10,0
859,23,20,2,1
860,24,20,9,0
861,10,1,6,0
862,42,29,2,0
863,3,14,10,1
864,20,22,10,1
865,2,5,0,1
866,37,13,8,0
867,7,16,1,1
868,24,7,6,0
869,34,21,1,0
870,42,20,0,0
871,44,1,5,0
872,7,30,7,1
873,13,12,0,0
874,22,20,5,1
875,9,11,4,0
876,10,12,6,1
877,29,19,10,1
878,23,15,4,0
879,16,23,9,0
880,21,9,6,1
881,47,7,2,1
882,48,16,8,1
883,12,25,7,1
884,21,6,10,1
885,10,4,10,0
886,22,15,4,1
887,15,8,10,1
888,33,6,0,1
889,3,13,9,1
890,22,23,6,1
891,30,19,4,1
892,36,30,5,0
893,24,15,6,0
894,44,28,10,0
895,12,3,5,0
896,14,30,4,1
897,27,11,3,0
898,30,19,10,0
899,17,0,6,0
900,29,15,10,0
901,27,11,8,0
902,25,9,7,1
903,47,26,6,0
904,24,12,0,0
905,3,30,6,1
906,15,18,2,1
907,49,10,3,0
908,24,5,9,0
909,8,0,7,0
910,7,9,6,1
911,8,6,8,1
912,3,25,4,0
913,34,21,10,0
914,29,25,7,1
915,42,4,4,1
916,6,12,9,0
917,6,10,9,0
918,26,6,3,1
919,3,0,5,0
920,2,23,10,1
921,43,21,6,1
922,2,7,5,1
923,49,15,0,1
924,43,15,5,1
925,3,28,4,0
926,7,6,10,0
927,8,17,4,0
928,39,0,6,0
929,21,24,4,0
930,47,14,0,1
931,10,23,9,1
932,36,6,7,1
933,31,26,5,0
934,34,5,4,1
935,14,30,1,1
936,12,13,3,1
937,8,29,1,1
938,15,17,1,0
939,22,4,7,0
940,9,20,7,1
941,48,26,8,1
942,7,8,5,1
943,10,10,9,1
944,5,14,9,1
945,45,2,6,1
946,34,22,1,1
947,9,10,7,0
948,9,1,3,1
949,15,17,9,0
950,9,21,7,1
951,13,2,1,1
952,18,4,2,0
953,32,25,6,1
954,45,27,2,0
955,10,12,4,0
956,3,24,8,1
957,25,15,8,0
958,20,29,4,0
959,37,8,4,0
960,44,14,5,0
961,21,4,3,1
962,16,2,7,0
963,49,17,9,1
964,13,6,3,0
965,7,3,3,0
966,10,19,0,1
967,26,29,9,1
968,14,24,3,0
969,40,12,1,0
970,27,1,0,0
971,35,13,1,1
972,45,4,8,1
973,25,4,6,1
974,31,2,3,1
975,5,7,1,1
976,47,25,0,0
977,16,8,8,1
978,3,14,6,1
979,46,13,4,1
980,3,15,0,0
981,43,27,3,0
982,3,7,3,1
983,19,21,10,1
984,8,21,0,0
985,38,8,1,1
986,3,11,7,1
987,40,9,9,0
988,15,8,7,1
989,2,21,1,1
990,5,19,4,0
991,7,11,4,0
992,30,29,2,1
993,3,26,4,0
994,30,22,10,1
995,5,25,6,0
996,29,5,1,0
997,8,25,9,0
998,41,9,0,0
999,27,19,8,0
1000,23,23,1,1
1001,33,4,7,1
1002,21,25,1,0
1003,35,29,8,0
1004,36,29,10,1
1005,1,11,9,1
1006,2,10,7,1
1007,18,18,3,1
1008,31,20,1,1
1009,14,10,5,1
1010,26,11,0,1
1011,31,30,0,0
1012,22,23,2,1
1013,35,27,9,0
1014,20,19,5,1
1015,46,10,4,1
1016,13,15,1,0
1017,34,25,3,1
1018,12,9,9,0
1019,25,28,8,0
1020,27,13,7,0
1021,37,26,0,0
1022,28,18,2,1
1023,15,4,2,1
1024,23,18,3,0
1025,14,16,6,1
1026,17,28,5,0
1027,2,19,6,0
1028,18,2,9,1
1029,30,17,3,0
1030,31,30,4,1
1031,47,13,7,1
1032,38,19,2,0
1033,30,3,5,0
1034,30,17,10,0
1035,43,23,2,1
1036,48,20,6,1
1037,9,20,5,0
1038,32,19,9,1
1039,36,19,2,0
1040,1,16,1,0
1041,31,19,8,1
1042,37,2,9,0
1043,47,0,6,0
1044,27,23,2,1
1045,21,1,10,0
1046,34,1,0,0
1047,16,22,3,0
1048,1,16,5,0
1049,39,13,6,1
1050,20,30,1,0
1051,31,6,4,1
1052,49,2,7,0
1053,14,8,5,1
1054,37,15,5,1
1055,5,9,9,1
1056,20,4,0,1
1057,40,11,2,1
1058,35,1,9,0
1059,33,28,6,0
1060,24,20,5,1
1061,3,26,4,1
1062,45,19,10,0
1063,3,6,6,1
1064,38,2,9,0
1065,30,12,5,1
1066,5,21,4,1
1067,46,28,7,0
1068,24,25,3,1
1069,15,8,2,0
1070,37,15,1,1
1071,18,26,9,0
1072,42,22,2,1
1073,26,11,9,0
1074,30,28,0,0
1075,41,2,3,1
1076,4,22,10,0
1077,25,22,10,1
1078,50,11,2,1
1079,15,20,8,1
1080,5,29,4,0
1081,5,23,6,0
1082,13,1,7,0
1083,16,19,10,1
1084,41,29,9,0
1085,4,30,7,0
1086,18,14,10,0
1087,45,28,3,0
1088,44,21,3,1
1089,34,3,6,1
1090,44,15,9,1
1091,17,22,3,1
1092,27,3,4,0
1093,3,24,6,0
1094,47,16,1,1
1095,38,0,1,1
1096,12,14,4,0
1097,2,20,6,1
1098,10,1,8,0
1099,30,20,6,1
1100,28,9,4,0
1101,5,12,6,0
1102,33,22,7,0
1103,6,24,2,1
1104,48,15,6,0
1105,20,19,3,1
1106,23,7,2,0
1107,1,11,3,1
1108,3,3,4,0
1109,17,9,0,1
1110,15,0,10,1
1111,25,14,8,0
1112,33,17,0,0
1113,45,14,6,1
1114,30,19,8,1
1115,16,3,5,1
1116,10,9,5,1
1117,15,20,8,1
1118,3,11,9,1
1119,45,16,2,1
1120,10,19,2,1
1121,28,24,5,1
1122,46,24,9,0
1123,13,20,4,1
1124,49,15,9,1
1125,11,25,8,1
1126,35,6,5,1
1127,44,9,7,0
1128,30,28,0,1
1129,8,25,9,0
1130,45,21,6,1
1131,6,30,3,0
1132,21,30,9,0
1133,41,8,2,1
1134,14,22,8,1
1135,37,0,6,1
1136,43,10,5,0
1137,20,0,1,0
1138,37,25,6,1
1139,23,28,8,0
1140,13,14,9,1
1141,37,16,6,0
1142,49,7,2,0
1143,17,6,9,1
1144,39,24,3,1
1145,4,11,2,0
1146,24,14,10,0
1147,46,26,3,1
1148,11,4,3,0
1149,28,8,4,1
1150,30,20,0,0
1151,48,8,0,0
1152,31,26,5,0
1153,3,30,7,1
1154,26,13,6,1
1155,25,7,6,1
1156,44,24,10,0
1157,13,4,9,1
1158,38,8,4,1
1159,10,9,2,0
1160,43,28,9,1
1161,28,3,8,0
1162,49,20,2,0
1163,38,30,2,0
1164,26,2,6,1
1165,47,14,3,0
1166,22,1,2,0
1167,32,23,5,0
1168,32,2,7,1
1169,19,7,8,0
1170,6,23,4,0
1171,6,29,9,1
1172,26,1,5,1
1173,39,2,7,0
1174,15,25,0,0
1175,8,4,9,0
1176,32,21,10,1
1177,36,21,5,1
1178,17,25,9,0
1179,45,29,0,0
1180,28,19,0,1
1181,44,28,1,1
1182,36,26,1,0
1183,7,0,0,1
1184,48,13,9,1
1185,13,12,9,0
1186,13,24,1,1
1187,40,0,0,1
1188,18,24,5,1
1189,43,18,2,1
1190,18,25,7,0
1191,30,29,10,0
1192,16,14,3,0
1193,18,16,6,0
1194,10,15,9,1
1195,15,12,0,0
1196,7,19,3,0
1197,9,25,1,1
1198,9,6,8,0
1199,33,19,0,0
1200,49,5,5,0
1201,23,29,1,0
1202,15,15,4,0
1203,45,9,9,1
1204,30,8,2,1
1205,29,21,0,1
1206,30,6,6,0
1207,6,16,1,0
1208,41,4,8,1
1209,25,27,6,1
1210,21,27,4,1
1211,42,10,10,0
1212,38,0,3,1
1213,22,25,5,1
1214,21,18,4,0
1215,47,9,4,0
1216,14,2,9,0
1217,37,11,8,0
1218,29,8,4,1
1219,48,7,9,1
1220,40,10,8,1
1221,49,11,9,1
1222,8,5,9,0
1223,37,6,2,0
1224,41,29,4,1
1225,36,12,10,1
1226,16,29,7,0
1227,25,24,8,1
1228,11,27,7,0
1229,19,5,5,0
1230,16,6,1,1
1231,34,7,9,1
1232,46,28,2,0
1233,25,16,9,0
1234,22,6,1,0
1235,16,9,6,1
1236,14,3,10,1
1237,37,16,6,1
1238,35,16,3,0
1239,2,3,3,0
1240,32,9,5,1
1241,19,28,4,1
1242,23,20,1,0
1243,45,1,6,1
1244,32,11,1,1
1245,50,28,5,0
1246,42,28,5,1
1247,5,27,0,1
1248,40,30,9,0
1249,16,4,10,1
1250,38,20,0,0
1251,42,26,0,1
1252,42,12,1,1
1253,18,27,7,0
1254,36,12,4,0
1255,37,0,9,1
1256,37,4,8,1
1257,10,6,8,0
1258,31,13,8,0
1259,35,5,0,1
1260,34,22,1,0
1261,33,14,0,0
1262,15,28,5,0
1263,1,14,9,0
1264,38,25,10,1
1265,17,27,6,0
1266,20,18,0,1
1267,23,6,3,0
1268,27,12,4,1
1269,17,21,0,0
1270,27,5,4,1
1271,46,27,4,0
1272,46,6,5,1
1273,43,11,4,0
1274,50,8,5,0
1275,26,24,10,1
1276,35,23,1,0
1277,1,17,4,1
1278,50,29,1,0
1279,45,9,6,1
1280,48,18,1,1
1281,43,5,7,0
1282,39,11,10,0
1283,14,2,1,1
1284,42,20,1,1
1285,30,27,3,1
1286,2,15,6,1
1287,15,12,8,1
1288,36,24,10,1
1289,32,11,9,0
1290,23,13,1,1
1291,25,0,5,1
1292,3,9,7,1
1293,17,6,9,0
1294,48,24,4,0
1295,11,26,3,1
1296,10,0,5,1
1297,40,23,6,0
1298,25,1,5,1
1299,36,29,5,0
1300,25,3,5,1
1301,41,11,4,1
1302,35,18,6,0
1303,17,20,6,0
1304,30,6,10,1
1305,24,1,2,1
1306,16,11,2,1
1307,1,21,1,1
1308,13,28,8,1
1309,48,12,1,1
1310,19,19,9,0
1311,35,9,9,0
1312,13,11,6,1
1313,14,4,7,1
1314,20,12,7,0
1315,2,23,3,0
1316,8,10,5,1
1317,28,4,10,0
1318,6,4,10,1
1319,7,25,1,1
1320,48,0,8,0
1321,16,19,4,1
1322,27,11,1,0
1323,40,15,9,0
1324,13,2,2,1
1325,46,18,6,1
1326,40,21,4,0
1327,17,18,7,0
1328,22,25,2,0
1329,18,12,2,1
1330,20,22,3,0
1331,42,22,4,1
1332,33,18,1,0
1333,13,7,9,1
1334,41,28,4,0
1335,35,7,6,0
1336,20,20,8,1
1337,35,28,6,1
1338,50,26,9,1
1339,26,6,0,0
1340,17,8,8,1
1341,36,16,4,0
1342,8,3,1,0
1343,45,5,6,0
1344,26,24,7,1
1345,30,24,10,1
1346,11,5,10,0
1347,27,20,0,0
1348,41,2,0,1
1349,26,23,5,0
1350,14,15,2,0
1351,31,26,4,1
1352,42,4,6,1
1353,2,3,8,1
1354,49,10,4,0
1355,34,3,10,1
1356,38,24,2,0
1357,46,11,9,1
1358,19,25,2,0
